item_no,quantity,unit,description,menu_types,tax,unit_price,amount,date,produce_company,size,invoice_no,month,num_days
SN04019,1.0,No Unit,MUFF BATT CINNAMON COFF 19727,Pastry,N,$29.50,$29.50,12/30/2020,Produce4,16LB,71581797,12,31
STY2767,1.0,No Unit,"BREAD SOURDOUGH 5/8"" SLICED HS",Food,N,$31.23,$31.23,12/30/2020,Produce4,8/950G,71581797,12,31
STY2793,1.0,No Unit,BUN HAMBURGER BRIOCHE SLICED,Food,N,$31.65,$31.65,12/30/2020,Produce4,8X8/85G,71581797,12,31
SJ11,1.0,No Unit,SAMOSA VEGETABLE SANJAY,Food,N,$55.00,$55.00,12/30/2020,Produce4,36/140G,71581797,12,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,12/30/2020,Produce4,No Size,71581797,12,31
622,1.0,doz,P Ind. Lava Cake,Pastry,N,$31.80,$31.80,12/30/2020,Pastry1,No Size,350753,12,31
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,12/30/2020,Pastry1,No Size,350753,12,31
781,1.0,doz,"P GF Tarlets 4"" Venus Hazelnut",Pastry,N,$25.20,$25.20,12/30/2020,Pastry1,No Size,350753,12,31
202,3.0,each,K Loaf Banana Cut,Pastry,N,$6.09,$18.27,12/30/2020,Pastry1,No Size,350753,12,31
238,3.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$20.88,12/30/2020,Pastry1,No Size,350753,12,31
101,1.0,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$14.40,12/30/2020,Pastry1,No Size,350753,12,31
57,1.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$6.96,12/30/2020,Pastry1,No Size,350753,12,31
No_Item_No,1.0,No Unit,Safeway Return,Others,N,-$9.55,-$9.55,1/2/2021,Grocery2,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery - milk,Drinks,N,$95.28,$95.28,1/2/2021,Grocery2,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,save-on-food grocery,Others,N,$18.42,$18.42,1/2/2021,Tool7,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$41.78,$41.78,1/4/2021,Grocery2,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Wholesale Club glocery,Others,N,$395.05,$395.05,1/4/2021,Grocery3,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,COBS Bread,Food,N,$21.77,$21.77,1/5/2021,Bread1,No Size,No_Invoice_No,1,31
No_Item_No,7.0,pound,***2 heads***RED Cabbage BC /pound,Food,N,$0.95,$6.65,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$2.90,$2.90,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,2.0,bag,Jumbo Onion UWa 5# /bag,Food,N,$2.50,$5.00,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,2.0,bag,Red onion Jumbo 5# bag,Food,N,$4.50,$9.00,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,5.0,pound,***6 HEADS***Sweet Potato Jumbo UCa / pound,Food,N,$1.30,$6.50,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,1.0,bag,Red Pepper HH Mex 3# bag,Food,N,$14.40,$14.40,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,6.0,pound,***30 HEADS***Roma Tomato Mex / pound,Food,N,$2.53,$15.18,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,5.0,bunch,Green Kale Mex / bunch,Food,N,$1.35,$6.75,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,2.0,bunch,Cilantro US bunch,Food,N,$0.75,$1.50,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,3.0,bag,Arrugula/Rucola/Rocket 1# bag yvr,Food,N,$12.95,$38.85,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$28.00,$28.00,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1#,Food,N,$16.95,$16.95,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,2.0,tin,tin Tomato Whoel Stkhse 2.84L tol,Food,N,$7.95,$15.90,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,1.0,unit,fuel surcharge,Food,G,$3.00,$3.15,1/5/2021,Produce1,No Size,896438,1,31
No_Item_No,1.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$12.50,1/5/2021,Produce4,2.5kg,71583277,1,31
ca72,1.0,No Unit,MILK CALLETS BELGIUM,Drinks,N,$28.75,$28.75,1/5/2021,Produce4,2.5kg,71583277,1,31
CA71,1.0,No Unit,DARK CHOCOLATE CALLETS,Drinks,N,$26.50,$26.50,1/5/2021,Produce4,2.5kg,71583277,1,31
BR59040,1.0,No Unit,CROISSANT CHOCOLATE BUTTER RTB,Pastry,N,$66.14,$66.14,1/5/2021,Produce4,60/80g,71583277,1,31
BSHTUSC11,1.0,No Unit,GUYS-TUSCANY COUNTRY VEG SOUP,Food,N,$37.84,$37.84,1/5/2021,Produce4,4/64oz,71583277,1,31
SN01604,1.0,No Unit,MUFF BATT ORANGE CRANB 19711,Pastry,N,$27.25,$27.25,1/5/2021,Produce4,16lb,71583277,1,31
SN01602,1.0,No Unit,MUFF BATT CARROT 19709,Pastry,N,$27.25,$27.25,1/5/2021,Produce4,16lb,71583277,1,31
SN04019,1.0,No Unit,MUFF BATT CINNAMON COFF 19729,Pastry,N,$29.50,$29.50,1/5/2021,Produce4,16lb,71583277,1,31
STY2767,1.0,No Unit,"BREAD SOURDOUGH 5/8"" SLICED HS",Food,N,$31.23,$31.23,1/5/2021,Produce4,8/950g,71583277,1,31
STY2793,1.0,No Unit,BUN HAMBURGER BROICHE SLICED,Food,N,$31.65,$31.65,1/5/2021,Produce4,8x8/85g,71583277,1,31
TT-PCJJ-PLN,1.0,CS,INSULATED PAPER CUP SLEEVE - PLAIN,Drinks,G,$36.88,$38.72,1/5/2021,Produce6,1000/CS,177781,1,31
PAC-ALM,12.0,CS,PACIFIC - BARISTA SERIES ORGANIC ALMOND MILK (32oz),Drinks,N,$3.72,$44.64,1/5/2021,Produce6,12/CS,177781,1,31
EARTH'S OWN-B,12.0,CS,EARTH'S OWN OAT - BARISTA BLEND 946ML,Drinks,N,$3.80,$45.60,1/5/2021,Produce6,12/CS,177781,1,31
TT-GL-VM,1.0,BOX,VINYL GLOVES NON-PWD - MEDIUM,Others,S,$12.24,$13.71,1/5/2021,Produce6,"100/BX, 10BX/CS",177781,1,31
TT-GL-VS,1.0,BOX,VINYL GLOVES NON-PWD - SMALL,Others,S,$12.24,$13.71,1/5/2021,Produce6,"100/BX, 10BX/CS",177781,1,31
TT-FL17B,1.0,BOX,"17""X2500' PLASTIC FOOD WRAP CUTTER BOX WITH FILM",Food,G,$33.00,$34.65,1/5/2021,Produce6,No Size,177781,1,31
TT-DES-55TR,2.0,UNIT,TORK 55TR DOUBLE ROLL TOILET PAPER DISPENSER,Others,S,$24.00,$26.88,1/5/2021,Produce6,No Size,177781,1,31
PT-IR500-TM613,0.0,CS,TM6130S TORK UNIV. BATH TISSUE 2PLY 500SH,Others,S,$33.49,$37.51,1/5/2021,Produce6,No Size,177781,1,31
EP-013P,1.0,CS,"9"" SUGARCANE PLATE",Food,G,$47.08,$49.43,1/5/2021,Produce6,500/CS,177781,1,31
EP-010P,1.0,CS,"10"" SUGARCANE PLATE",Food,G,$66.15,$69.46,1/5/2021,Produce6,500/CS,177781,1,31
EP-#N8W,1.0,CS,#8 EARTHPAK 44OZ PAPER FOOD BOX,Food,G,$61.48,$64.55,1/5/2021,Produce6,300PC,177781,1,31
EP-55B,1.0,CS,"5X5X3"" SUGARCANE CLAMSHELL",Food,G,$61.47,$64.54,1/5/2021,Produce6,500/CS,177781,1,31
TT-NI1308W,1.0,CS,INTER-FOLD NAPKIN(WHITE),Others,G,$48.30,$50.72,1/5/2021,Produce6,6000/CS,177781,1,31
MON-VAN,1.0,BTL,MONIN - VANILLA SYRUP,Drinks,N,$8.80,$8.80,1/5/2021,Produce6,12/CS,177781,1,31
TT-FTR135,1.0,CS,"56-50BA / 20100 / 129532B - 13X5"" COFFEE FILTER",Drinks,G,$23.00,$24.15,1/5/2021,Produce6,500/CS,177781,1,31
No_Item_No,15.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$165.00,1/7/2021,Coffee3,"2x5lb, 5x1lb",30394,1,31
WS01786,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1,Food,N,$89.99,$179.98,1/8/2021,Meat1,No Size,23753,1,31
WS2143,3.0,No Unit,BEEF ROAST COOKED BL GSE OR SLCD PER KG,Food,N,$28.90,$86.70,1/8/2021,Meat1,No Size,23753,1,31
WS3678,1.0,No Unit,fuel surcharge,Food,G,$5.99,$6.29,1/8/2021,Meat1,No Size,23753,1,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$16.79,$16.79,1/8/2021,Grocery2,No Size,No_Invoice_No,1,31
132,1.0,doz,K Bars Blueberry Oat,Pastry,N,$12.00,$12.00,1/8/2021,Pastry1,No Size,350859,1,31
115,1.5,doz,K Bars Old Fashion Lemon,Pastry,N,$13.92,$20.88,1/8/2021,Pastry1,No Size,350859,1,31
602,0.5,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$17.70,1/8/2021,Pastry1,No Size,350859,1,31
622,1.5,doz,P Ind. lAVA cake,Pastry,N,$31.80,$47.70,1/8/2021,Pastry1,No Size,350859,1,31
767,0.5,doz,"P Tartlets 4"" French Butter",Pastry,N,$16.20,$8.10,1/8/2021,Pastry1,No Size,350859,1,31
No_Item_No,1.0,No Unit,Wholesale Club glocery,Others,N,$214.60,$214.60,1/8/2021,Grocery3,No Size,No_Invoice_No,1,31
No_Item_No,2.0,bag,Red onion Jumbo 5# bag,Food,N,$4.50,$9.00,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,4.0,pound,*1 HEAD ** RED Cabbage BC /pound,Food,N,$0.95,$3.80,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,1.0,case,Avocado Hass 20 *Turning*,Food,N,$28.00,$28.00,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,2.0,bag,Arrugula/Rucola/Rocket 1# bag yvr,Food,N,$12.95,$25.90,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1#,Food,N,$16.96,$16.96,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,2.0,bunch,Green Kale Mex / bunch,Food,N,$1.35,$2.70,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$4.20,$4.20,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,3.0,head,Cucumber LE Mex head,Food,N,$1.99,$5.97,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,2.0,bunch,Cilantro US bunch,Food,N,$0.85,$1.70,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,6.0,pound,** 40 HEADS ** Roma Tomato Mex / pound,Food,N,$2.25,$13.50,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,1.0,bag,Red Pepper HH Mex 3# bag,Food,N,$15.30,$15.30,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,1.0,bag,froz Starberry Alasko 1K,Food,N,$4.95,$4.95,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,1.0,bag,froz Blueberries Alasko 1K,Food,N,$7.95,$7.95,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,6.0,pkg,Tomato Cheery Mex 1pt,Food,N,$3.30,$19.80,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,2.0,bunch,Leeks BC / bunch,Food,N,$3.75,$7.50,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,1.0,pkg,herb Thyme 2oz pkg eh,Food,N,$3.75,$3.75,1/12/2021,Produce1,No Size,896940,1,31
No_Item_No,1.0,unit,fuel charge,Food,G,$3.00,$3.15,1/12/2021,Produce1,No Size,896940,1,31
MON-CAR,3.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$8.80,1/12/2021,Produce6,No Size,178358,1,31
EARTH'S OWN-B,12.0,CS,EARTH'S OWN OAT - BARISTA BLEND 946ML,Drinks,N,$3.80,$3.80,1/12/2021,Produce6,No Size,178358,1,31
TT-KBI20W,1.0,BDL,"WHITE PAPER BAG - HEAVY 8.19x5.06x15.88""",Drinks,G,$41.00,$43.05,1/12/2021,Produce6,No Size,178358,1,31
No_Item_No,1.0,No Unit,Wholesale Club glocery,Others,N,$459.02,$459.02,1/12/2021,Grocery3,No Size,No_Invoice_No,1,31
CA71,2.0,No Unit,DARK CHOCOLATE CALLETS,Drinks,N,$26.50,$26.50,1/13/2021,Produce4,No Size,71586979,1,31
PW147,1.0,No Unit,GLOVES MEDIUM VINYL PWDER FREE,Others,G,$12.49,$13.11,1/13/2021,Produce4,No Size,71586979,1,31
PW144,1.0,No Unit,GLOVES LG VINYL POWDER FREE,Others,G,$12.49,$13.11,1/13/2021,Produce4,No Size,71586979,1,31
BSHTUN6,1.0,No Unit,GUYS-TUNISIA CAR/GINGER SOUP,Food,N,$37.85,$37.85,1/13/2021,Produce4,No Size,71586979,1,31
SN01610,1.0,No Unit,MUFF BATT RASPBERRY SWIR 19718,Pastry,N,$29.50,$29.50,1/13/2021,Produce4,No Size,71586979,1,31
SN01601,1.0,No Unit,MUFF BATT BLUEBERRY 19708,Pastry,N,$27.25,$27.25,1/13/2021,Produce4,No Size,71586979,1,31
SN01595,1.0,No Unit,MUFF BATT LEMON POPPY 19701,Pastry,N,$27.25,$27.25,1/13/2021,Produce4,No Size,71586979,1,31
STY2767,1.0,No Unit,"BREAD SOURDOUGH 5/8"" SLICED HS",Food,N,$32.23,$32.23,1/13/2021,Produce4,No Size,71586979,1,31
STY2793,1.0,No Unit,BUN HAMBURGER BROICHE SLICED,Food,N,$31.65,$31.65,1/13/2021,Produce4,No Size,71586979,1,31
No_Item_No,1.0,No Unit,COBS Bread,Food,N,$44.25,$44.25,1/14/2021,Bread1,No Size,No_Invoice_No,1,31
PT-MFTK0905,1.0,CS,TORK 424824 / MFTK0905 - MOTIF MULTIFOLD TOWEL (KRAFT),Others,S,$26.05,$29.18,1/14/2021,Produce6,4008/CS,178638,1,31
TT-SWB-LWG,1.0,CS,"GREASE PROOF SANDWICH BAG 6X2X9""",Food,G,$27.05,$28.40,1/14/2021,Produce6,1000/CS,178638,1,31
EP-STR8C,1.0,BOX,"COMPOSTABLE STRAW - CLEAR 7.75""X7mm",Drinks,G,$12.93,$13.58,1/14/2021,Produce6,"600/BX, 12BX/CS",178638,1,31
TT-PHCL-D90B,1.0,CS,DOME LID for 10-24oz PAPER HOT CUP - BLACK 90mm,Drinks,G,$34.33,$36.05,1/14/2021,Produce6,1000/CS,178638,1,31
W3505M,6.0,No Unit,English Breakfast - BLACK Loose Tea 100g Black,Teas,N,$11.50,$69.00,1/15/2021,Tea1,No Size,INV00105372,1,31
W3503M,6.0,No Unit,Imperial Earl Grey - BLACK Loose Tea 100g Black Tin,Teas,N,$13.50,$81.00,1/15/2021,Tea1,No Size,INV00105373,1,31
W1000M,6.0,No Unit,Masla chai - BLACK Loose Tea 100g Black Tin,Teas,N,$12.50,$75.00,1/15/2021,Tea1,No Size,INV00105374,1,31
W5006M,6.0,No Unit,Floral Jasmine - GREEN Loose Tea 100g Black Tin,Teas,N,$12.50,$75.00,1/15/2021,Tea1,No Size,INV00105375,1,31
W5018M,6.0,No Unit,Organic Pear Tree - GREEN Loose Tea 100g Black Tin,Teas,N,$12.50,$75.00,1/15/2021,Tea1,No Size,INV00105376,1,31
W1234M,6.0,No Unit,Organic Chamomile Flowers - HERBAL Loose Tea 50g Black Tin,Teas,N,$11.50,$69.00,1/15/2021,Tea1,No Size,INV00105377,1,31
W1235M,6.0,No Unit,Organic Peppermint Leaves - HERBAL Loose Tea 50g Black Tin,Teas,N,$11.50,$69.00,1/15/2021,Tea1,No Size,INV00105378,1,31
W3000FZ,1.0,No Unit,Amour - BLACK Loose Tea 16g Foil Pouch,Teas,N,$0.00,$0.00,1/15/2021,Tea1,No Size,INV00105379,1,31
W2013FZ,1.0,No Unit,Eros - BLACK Loose Tea 16g Foil Pouch,Teas,N,$0.00,$0.00,1/15/2021,Tea1,No Size,INV00105380,1,31
W9981FZ,1.0,No Unit,Chocolate Peppermint Truffle - BLACK Loose Tea 16g Foil Pouc,Teas,N,$0.00,$0.00,1/15/2021,Tea1,No Size,INV00105381,1,31
W19-4052FZ,1.0,No Unit,Color of the Year 2020 - HERBAL Loose Tea 10g Foil Pouch,Teas,N,$0.00,$0.00,1/15/2021,Tea1,No Size,INV00105382,1,31
ATB2219,1.0,No Unit,calming Chamomile - HERBAL 100 Classic Teabags,Teas,N,$0.00,$0.00,1/15/2021,Tea1,No Size,INV00105383,1,31
A000,1.0,No Unit,Tea-to-Go Paper Filters - 100 count,Teas,N,$0.00,$0.00,1/15/2021,Tea1,No Size,INV00105384,1,31
No_Item_No,1.0,No Unit,freight,Teas,N,$12.00,$12.00,1/15/2021,Tea1,No Size,INV00105385,1,31
No_Item_No,1.0,No Unit,tax,Teas,N,$0.60,$0.60,1/15/2021,Tea1,No Size,INV00105386,1,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$8.47,$8.47,1/15/2021,Grocery2,No Size,No_Invoice_No,1,31
562082,6.0,pkg,Salmon-Sockeye-Smoked-Blk,Food,N,$35.00,$210.00,1/15/2021,Produce5,9.47lbs,437070,1,31
No_Item_No,1.0,No Unit,COBS Bread,Food,N,$44.25,$44.25,1/18/2021,Bread1,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$8.36,$8.36,1/18/2021,Grocery2,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Dollar Store,Others,N,$2.81,$2.81,1/19/2021,Tool2,No Size,No_Invoice_No,1,31
No_Item_No,3.0,No Unit,*1 HEAD ** RED Cabbage BC /pound,Food,N,$0.90,$2.70,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,3.0,No Unit,Cucumber LE Mex head,Food,N,$1.99,$5.97,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,1.0,No Unit,Spring Mix UCa 2x1#,Food,N,$16.95,$16.95,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,3.0,No Unit,Red Onion Jumbo 5# bag,Food,N,$4.50,$13.50,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,6.0,No Unit,Tomato Cheery Mex 1pt,Food,N,$3.30,$19.80,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,8.0,No Unit,** 40 HEADS ** Roma Tomato Mex / pound,Food,N,$1.50,$12.00,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,1.0,No Unit,water San Pellegrino 24x250ml (BOTTLE DEPOSIT RECYCLING FEE TAXABLE),Food,G,$27.99,$34.95,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,1.0,No Unit,Cilantro US bunch,Food,N,$0.85,$0.85,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,2.0,No Unit,Arrugula/Rucola/Rocket 1# bag yvr,Food,N,$12.95,$25.90,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,1.0,No Unit,herb Thyme 2oz pkg eh,Food,N,$3.75,$3.75,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,1.0,No Unit,Avocado Hass 20 *Turning*,Food,N,$28.00,$28.00,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,2.0,No Unit,Mayonnaise Hellmann's 4L,Food,N,$24.90,$49.80,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,1.0,No Unit,Eggs Large white 15dz / case,Food,N,$44.25,$44.25,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$3.00,$3.15,1/19/2021,Produce1,No Size,897480,1,31
No_Item_No,20.0,No Unit,Diabolique Espresso Wholesale lbs,Drinks,N,$11.00,$220.00,1/19/2021,Coffee3,No Size,30673,1,31
No_Item_No,1.0,No Unit,Decaf Wholesale lbs,Drinks,N,$12.50,$12.50,1/19/2021,Coffee3,No Size,30673,1,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$9.99,$9.99,1/19/2021,Grocery2,No Size,No_Invoice_No,1,31
ca72,1.0,No Unit,MILK CALLETS BELGIUM,Drinks,N,$28.75,$28.75,1/19/2021,Produce4,No Size,71589355,1,31
CA71,2.0,No Unit,DARK CHOCOLATE CALLETS,Drinks,N,$26.50,$53.00,1/19/2021,Produce4,No Size,71589355,1,31
SN01611,1.0,No Unit,MUFF BATT MAPLE WALNUT 19720,Pastry,N,$29.50,$29.50,1/19/2021,Produce4,No Size,71589355,1,31
SN01604,1.0,No Unit,MUFF BATT ORANGE CRANB 19711,Pastry,N,$27.25,$27.25,1/19/2021,Produce4,No Size,71589355,1,31
SN04019,1.0,No Unit,MUFF BATT CINNAMON COFF 19729,Pastry,N,$29.50,$29.50,1/19/2021,Produce4,No Size,71589355,1,31
STY5710,1.0,No Unit,"BREAD SOURDOUGH 5/8"" SLICED HS",Food,N,$35.40,$35.40,1/19/2021,Produce4,No Size,71589355,1,31
STY2793,1.0,No Unit,BUN HAMBURGER BROICHE SLICED,Food,N,$31.65,$31.65,1/19/2021,Produce4,No Size,71589355,1,31
No_Item_No,1.0,No Unit,fuel charge,Food,G,$3.00,$3.15,1/19/2021,Produce4,No Size,71589355,1,31
602,1.0,doz,P Ind. Carrot Cake,Pastry,N,$35.40,$35.40,1/20/2021,Pastry1,No Size,350967,1,31
622,1.0,doz,P Ind. lAVA cake,Pastry,N,$31.80,$31.80,1/20/2021,Pastry1,No Size,350967,1,31
767,0.5,doz,"P Tartlets 4"" French Butter",Pastry,N,$16.20,$8.10,1/20/2021,Pastry1,No Size,350967,1,31
781,1.0,doz,"P GF Tartlets 4"" Venus Hazelnut",Pastry,N,$25.20,$25.20,1/20/2021,Pastry1,No Size,350967,1,31
101,1.0,doz,K GF Bar Belgian Brownies,Pastry,N,$14.40,$14.40,1/20/2021,Pastry1,No Size,350967,1,31
238,2.0,each,K Loaf Lemon Cut,Pastry,N,$6.96,$13.92,1/20/2021,Pastry1,No Size,350967,1,31
57,1.0,each,K Loaf Red Velvet Cut,Pastry,N,$6.96,$6.96,1/20/2021,Pastry1,No Size,350967,1,31
52,1.0,doz,K Valentine Cookies Heart Assorted,Pastry,N,$21.00,$21.00,1/20/2021,Pastry1,No Size,350967,1,31
No_Item_No,6.0,No Unit,"Sub buns 8""",Food,N,$4.45,$53.40,1/20/2021,Bread2,$4.45/G,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Staples,Others,N,$22.14,$22.14,1/21/2021,Tool5,No Size,No_Invoice_No,1,31
TT-PCJJ-PLN,1.0,CS,INSULATED PAPER CUP SLEEVE - PLAIN,Drinks,G,$39.44,$41.41,1/21/2021,Produce6,1000/CS,179202,1,31
MON-VAN,2.0,BTL,MONIN - VANILLA SYRUP (750ml),Drinks,N,$8.80,$17.60,1/21/2021,Produce6,12/CS,179202,1,31
MON-CAR,2.0,BTL,MONIN - CARAMEL SYRUP (750ml),Drinks,N,$8.80,$17.60,1/21/2021,Produce6,12/CS,179202,1,31
BE-WCC,2.0,BOX,WHIPPED CREAM DISPENSER REFILLS,Drinks,S,$9.10,$20.38,1/21/2021,Produce6,"10/PK, 36PK/CS",179202,1,31
EP-STIR7,1.0,BOX,"WOODEN STIR STICKS 7""",Drinks,G,$5.10,$5.36,1/21/2021,Produce6,10BOX/CS,179202,1,31
BE-2TRAY,1.0,CS,TAKE OUT TRAY 2 CUP,Drinks,G,$48.43,$50.85,1/21/2021,Produce6,600/CS,179244,1,31
No_Item_No,1.0,No Unit,Canadian Tire,Others,N,$39.16,$39.16,1/22/2021,Tool1,No Size,No_Invoice_No,1,31
WS01786,2.0,No Unit,MPL LF SHREDDED CHICKEN 4X1,Food,N,$89.99,$179.98,1/22/2021,Meat1,135KG/CS,24995,1,31
WS2143,4.11,No Unit,BEEF ROAST COOKED BL GSE OR SLCD PER KG,Food,N,$28.90,$118.78,1/22/2021,Meat1,No Size,24995,1,31
WS3678,1.0,unit,fuel surcharge,Food,G,$5.99,$6.29,1/22/2021,Meat1,No Size,24995,1,31
No_Item_No,1.0,No Unit,Fortuna Bakery,Pastry,N,$48.92,$48.92,1/22/2021,Bakery1,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery,Drinks,N,$31.91,$31.91,1/22/2021,Grocery2,No Size,No_Invoice_No,1,31
BSHZIM10,1.0,No Unit,GUYS-ZIMBABWE PEANUT/YAM SOUP,Food,N,$37.85,$37.85,1/22/2021,Produce4,4/64OZ,71590496,1,31
SN01600,1.0,No Unit,MUFF BATT APPLE CINNAMON 19707,Pastry,N,$27.25,$27.25,1/22/2021,Produce4,16LB,71590496,1,31
SN01603,1.0,No Unit,MUFF BATT ORANGE DATE 19710,Pastry,N,$27.25,$27.25,1/22/2021,Produce4,16LB,71590496,1,31
ML21913,2.0,No Unit,BACON SLICES CRIPS PRE-COOKED,Food,N,$78.90,$157.80,1/22/2021,Produce4,300PC,71590496,1,31
No_Item_No,1.0,No Unit,fuel surcharge,Food,G,$3.00,$3.15,1/22/2021,Produce4,No Size,71590496,1,31
PT-IR500-TM613,1.0,No Unit,TORK UNIV. BATH TISSUE 2PLY 500SH TM6130S,Others,S,$36.44,$40.81,1/22/2021,Produce6,48/CS,179382,1,31
TT-PHC-12W,1.0,No Unit,PAPER HOT CUP - WHITE 12oz,Drinks,G,$58.49,$61.41,1/22/2021,Produce6,1000/CS,179382,1,31
TT-PHC-16W,1.0,No Unit,PAPER HOT CUP - WHITE 16oz,Drinks,G,$67.42,$70.79,1/22/2021,Produce6,1000/CS,179382,1,31
No_Item_No,1.0,No Unit,walmart,Others,N,$8.45,$8.45,1/22/2021,Tool6,No Size,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Safeway Kengsinton glocery - milk,Drinks,N,$123.93,$123.93,1/25/2021,Grocery2,No Size,No_Invoice_No,1,31
No_Item_No,6.0,No Unit,"Sub buns 8""",Food,N,$4.45,$53.40,1/25/2021,Bread2,$4.45/G,No_Invoice_No,1,31
No_Item_No,1.0,No Unit,Wholesale Club glocery,Others,N,$594.03,$594.03,1/25/2021,Grocery3,No Size,No_Invoice_No,1,31
No_Item_No,5.0,pound,**1 HEAD** RED CABBAGE BC /pound,Food,N,$0.95,$4.75,1/26/2021,Produce1,No Size,897959,1,31
No_Item_No,1.0,head,Celery Cal 24 /head,Food,N,$3.80,$3.80,1/26/2021,Produce1,No Size,897959,1,31
No_Item_No,3.0,head,Cucumber LE Mex head,Food,N,$2.10,$6.30,1/26/2021,Produce1,No Size,897959,1,31
No_Item_No,2.0,bunch,Green Kale Mex / bunch,Food,N,$1.35,$2.70,1/26/2021,Produce1,No Size,897959,1,31
No_Item_No,1.0,lot,Spring Mix UCa 2x1#,Food,N,$16.95,$16.95,1/26/2021,Produce1,No Size,897959,1,31
No_Item_No,3.0,bag,Red onion Jumbo 5# bag,Food,N,$4.50,$13.50,1/26/2021,Produce1,No Size,897959,1,31
No_Item_No,1.0,bag,Red Pepper HH Mex 3# bag,Food,N,$15.30,$15.30,1/26/2021,Produce1,No Size,897959,1,31
